category,description
Electronics,"Panasonic DMP-BDT380GA Smart Newtwork ,4K Upscaling, Blu-Ray Player with Built In WiFi, Miracast, 3D Conversion, DLNA, Netflix & DLNA It has been designed to perfection to give quality output. It is compatible with USB version 2.0 and 1.1 and has plug and play function."
Electronics,"Dell Gaming Backpack 15"" dell gaming backpack 15."
Electronics,"boAt Stone 200 Portable Bluetooth Speakers (Blue) Colour:Blue   boAt Stone 200 Bluetooth speaker can be wirelessly connected to Bluetooth devices such as smartphones, tablets and computers to playback any music collection stored on them. Thanks to its powerful battery, the system delivers powerful sound, separated from any mains supply, for up to 8-10 hours and is the perfect companion for you in the park, whilst camping or on the beach. Process control, can get rid of complicated connections and wiring distance constraints, users can enjoy high-quality music. Plug it in plug into Nirvana. boAtPlease contact_us on: [ 02242102403 ] List of service centers - 131, Guru Gobind Singh Industrial Estate, Next to Jay coach, Off W.E.Highway, Goregaon (E), Mumbai - 400 063. India."
Electronics,"AmazonBasics Digital Optical Audio Toslink Cable - 9.8 Feet (3 Meters),Black Size name:9.8 Feet                                                                                 |                            Style name:Standard   AmazonBasics Digital Optical Audio Toslink Cable - 9.8 Feet (3 Meters)"
Electronics,"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K and Audio Return - Latest Version (6.6 Feet / 2 Meters) Size name:6.6 Feet (2 Meters)   Product Description Premium Built with Durability The BlueRigger HDMI cables are premium quality high speed cable that is flexible yet sturdy. The cable is ultra-thin but durable. With a full metal jacket connector, its architecture is such that it gives the cable durability, strength and resists interference. The BlueRigger HDMI cable is designed to support Ethernet, Audio return channel and 3D content. The cable is ATC (Authorized Testing Center) certified that can transmit all resolutions up to 1440p. The PVC outer layer sustains the efficiency of the digital signal by protecting it from any external interference or physical strain.  Superior quality performance The efficient performance of the BlueRigger HDMI cable is ensured by its premium built. It can deliver a varied range of resolutions of 1440p, 1080i, 1080p, 720p, 480i and 480p. It can sustain Deep Colour refresh rates of up to 240 Hz and 48-Bit. It has a high speed transfer rate of up to 340 Mhz or 10.2 Gbps. It is compatible with all PS3, HDTVs,Xbox 360, Blu-ray players and other HDMI devices. A True HD Dolby 7.1 sound system and DTS-HD Master Audio can be connected easily with other devices with the BlueRigger HDMI cable which also HDCP compliant. The HDMI cable though loaded with the advanced technology is still compatible with all the earlier HDMI standards. This gives this high speed HDMI cable a wide range of compatibility. Further, the cable also comes with a limited lifetime warranty.  From the Manufacturer BlueRigger High Speed HDMI cable with Ethernet - Ultra-thin and flexible ... ... ... Full metal jacket connector provides strength, durability and prevents interference as compared to other cables. Correct Product Description in Seller Central:  BlueRigger High Speed HDMI Cables are premium quality cables that help you extract the maximum performance from your gaming or home theater setup.    Rugged Build   BlueRigger cables are completely certified to support advanced HDMI features such as 3D, Ethernet and Audio Return  - The cable is made of a PVC outer layer that protects from physical strain, external interference & maintains efficiency of the digital signal  - Full metal jacket connector provides strength, durability and prevents interference as compared to other cables. - These cables are ATC (Authorized Testing Center) certified to support all resolutions up to 1440p   Quality Picture and Sound  - Latest version HDMI cable supports 3D content, Ethernet and Audio Return Channel  - Guaranteed 4K, 1440p, 1080p, 1080i, 720p, 480p, and 480i Resolutions  - Supports Refresh Rates of up to 240hz and 48-Bit Deep Color  - Supports Transfer Rates of Up to 340Mhz or 10.2gbps  - Works with all HDTVs, Blu-ray players, Xbox 360, PS3 and other HDMI devices  - Supports True HD Dolby 7.1 and DTS-HD Master Audio  - HDCP Compliant   Backwards Compatible with Previous HDMI Standards The cable is backwards compatible with all previous HDMI standards, so you'll be able to use this cable with all your HDMI devices. When you connect two devices with different HDMI standards, they will automatically find the best available connection.   Warranty  All BlueRigger HDMI cables are backed by a Limited Lifetime warranty."
Electronics,"JstBuy CARG7 Bluetooth FM Transmitter Universal Wireless in-Car FM Adapter Car Kit with Hand Free Call/Stereo Music Player and USB Car Charger for All Android & iOS Devices (Golden) JstBuy CARG7 Bluetooth FM Transmitter Universal Wireless In-Car FM Adapter Car Kit: This Bluetooth FM Transmitter Adapter is a Multifunctional Hands Free Car Kit. It transfers Bluetooth signals (Media and Phone Audio) from your Bluetooth enabled devices directly to your car audio system via FM signal or AUX-in port Supports USB drive playback, you can enjoy music or answer calls hands free from your car audio system. Charge your device straight through the USB interface (5V/2.1A power output). FEATURES:  Wirelessly transmit phone call from Bluetooth mobile phone to the car FM stereo system Single USB output to charge external devices (DC 5V/2.1A) Power Supply by the cigarette socket in the car (DC 12V/24V) Supports TF Card Slot/AUX-IN Switch to Hands-free mode automatically from music playing status when receiving calls Draws power from the cigarette socket in the car LED display Full range of channels optional from 87.5-108MHz  SPECIFICATIONS:  Frequency Response: 20Hz-15Khz FM Transmitter Frequency: 87.5-108MHz Supported Format: MP3, WMA Rated Operating Voltage: 12V Ultimate Operating Voltage 9-26 V SNR Ratio > 60dB Left/ Right Channel Separation > 60dB Bluetooth Version: 2.0 Bluetooth Transmission Distance: 10-15 meters  Package Includes: 1 x CARG7 Bluetooth FM Transmitter"
Electronics,"Rrimin Earphone in Line Volume Control Cable Male to F 3.5mm Stereo Audio Adaptor Features: Adds a volume control to your headphones or earphones In-line volume control Suitable for headphone and earphone use 3.5mm, 90 degree stereo jack plug to 3.5mm straight socket Compact designed connectors and volume control unit Does not require any power to operate Total length: 100cm  Logistics: We send the items from China by GATI, usually it will takes 5-10 business days, Remote areas need more than about 5-7 days. Because item needs to be transported from the India local post office, we will mark your order in our valid shipment time, thanks for your understanding and friendly help. Any other problem please feel free to contact us."
Electronics,Gift a year of Prime - Rs.999
Electronics,"TASLAR Waterproof Camera Float Strap, Universal Floating Wristband, Hand Grip Lanyard for Underwater Camera (Orange) Designed for the waterproof camera, waterproof camera for easy floating on the water,Lightweight and simple design suitable for daily use on land or in the water,The bright colored strap is easy to see in pools, lakes, oceans, or other bodies of water. Don't lose your phone when swimming or snorkeling, the strap is a cheap insurance! The floats are well made, light and feel very comfortable on the wrist.while on your wrist and the strap has good slack so you can shot videos or photos while the camera is strapped on. The orange color is bright and they are large enough to see from very far away and it floats very well with the camera attached if it were to come off your wrist. But it fits on your wrist very snug. Also, the strap is large enough the lanyard allows you to comfortably hold the camera in your hand,great for swimming, snorkeling, diving.This is a handy thing to have if your going to use your camera while fishing on the lake, swimming in the Ocean and even in your backyard pool. Here is the cool thing about it. Detailed parameters: Material: 420 Encryption polyester (external) + PE Foam (internal)Size: Approx. 20cm*6cm*1.6cm (7.8inch*2.4inch*0.6inch)Weight: 25g.Bear the weight:up to 1.5KG(3lb)Compatibility:Fits for all GoPro Hero cameras and most waterproof digital cameras,keys, sunglass or other multiple small waterproof devices Package content:1 x Underwater Floating Wrist Strap(not include the camera)"
Electronics,"Logitech Z-623 2.1 Channel THX-Certified Multimedia Speakers Studio-Quality Audio, THX Certified Speaker Are you a music lover? Want to enhance your listening experience? Then switch to Logitech Z-623 2.1 THX-Certified Multimedia Speaker. You are assured to get a studio like audio quality once you decide to bring these amazing speakers home. THX certified Logitech speaker comes with 400 watt peak power, to provide you with theatre quality sound. No matter whether you are watching a movie or listing to your favorite song, you will get a life-like audio experience with these multimedia speakers. Also, the 200 watt RMS enables you to listen as loud as you want, helping you to control volume and bass balance at the same time.  Built-in Headphone and Other Features  Powerful Logitech speakers come equipped with built-in headphone jack, so that you can listen to your favorite music privately. You can plug in up to 3 audio devices including your computer, gaming console, ipod and more. The speaker is integrated with powerful 2.1 system, which is a two satellite setup with powerful sub-woofers to ensure that you are experiencing crisp and vibrant sound even in large and spacious rooms. Thus, you can now add more charm to your in-house parties with Logitech premium quality speakers. The speaker comes with 2-year manufacturer warranty from the date of its purchase."
Electronics,"WireScorts Interface USB3.0 and 3 Ports USB Hub, Speed External Memory Card Reader USB 3.0 Hub 3 Port 7-in-1 High Speed, Small (e01) WireScorts INTERFACE USB3.0 and 3 Ports Usb Hub, Speed External Memory Card Reader USB 3.0 Hub 3 Port 7-in-1 High Speed, Small (e01)    Colour:- Silver  (1) All In one Multi-card Reader with 3 ports USB 3. 0/3. 1 hub Combo. (2)with 3 USB 3. 0/3. 1 port with super speed 5 Gbps. (3)with LED indication. (4)with Fuse to protect all devices. (5)Compliant with USB revision 2. 0. (6)with DC5V power jack. (7)Low power consumption, suitable for Desktop and Notebook PC. (8)USB Connectors: A- type downstream X3, B-typw upstreamX1. (9)Card Compatibility: MS, M2, SD, TF. (10)Multi-function: 7-in-1, 3*USB 3. 1 + MS/SD/M2/TF Card Reader, 7 Slots; Please noted the hub can read only one card at each time, 2 or more card cannot be read simultaneously.  Warranty from WireScorts :   All WireScorts Product Backed by 1 year Warranty (Physical Damages are not covered)"
Electronics,"Twin Star 3"" Refractor Astro Venture Telescope Silver"
Electronics,"Lenovo Ideapad 330 Intel Core i3 7th Gen 15.6-inch FHD Laptop (4GB/1TB HDD/Windows 10 Home/Onyx Black/ 2.2kg), 81DE01K2IN Sometimes it’s best to keep things simple. Stacked with premium processing and advanced graphics options, the Idea Pad 330 is as powerful as it is easy to use. Available in a range of sophisticated colors, it’s safe, durable, and ready for today’s tasks - and tomorrow’s. A laptop isn’t just a piece of electronics - it’s also an investment. That’s why we designed the Idea Pad 330 with a special protective finish to guard against wear and tear, as well as rubber detailing on the bottom to maximize ventilation and extend component life. Assure seamless multitasking, immersive gaming, fast boot-ups, and theatre-like entertainment as well as store thousands of videos, photos and files. Running out of battery and short on time? The Idea Pad 330 boasts up to 6 hours’ battery life. Leverage the best of Windows 10, with a new update packed with exciting features. The powerfully reimagined Photos app makes it easier–and more fun - to tell your story in video: add a soundtrack, use transitions, deploy 3D effects, and more. And sharing is quicker than ever, with intuitive settings that making it easier to instantly connect with the people you care about most.. We are committed to providing an uncluttered desktop and a safer PC experience out of the box. Our preload contains just five hand-selected applications designed to increase your productivity. Combining powerful performance with a sturdy finish, the Idea Pad 330 is built to last."
Electronics,"Behringer UM2 Audio Interface Size:UM2 (2in/2out)   If you're looking for a simple, affordable, and effective way to record music on your Mac or Windows PC, then check out the Behringer U-Phoria UM2. Ask any Sales Engineer here at BAJAAO, and they'll gladly tell you that you don't need anything fancy to take down your ideas, and the U-Phoria UM2 USB audio interface gives you everything you need. Onboard, you'll find one of Behringer's acclaimed XENYX microphone preamps, along with a dedicated instrument input, so you can record yourself singing as you play guitar or keys. And since the UM2 includes a full copy of Tracktion, you're ready to record, right out of the box."
Electronics,"Color Correction Handbook: Professional Techniques for Video and Cinema (Digital Video & Audio Editing Courses) About the Author Alexis Van Hurkman is a writer, director, and colorist based in Saint Paul, Minnesota. He has written widely on the topic of color correction, including Adobe SpeedGrade Classroom in a Book, Autodesk Smoke Essentials, Apple Pro Training Series titles The Encyclopedia of Color Correction, Advanced Color Correction and Effects in Final Cut Pro, and Final Cut Pro X Advanced Editing, as well as the first edition of this book. Alexis has also written software documentation, including the DaVinci Resolve Manual and the Apple Color User Manual. As a working colorist, Alexis grades a wide variety of commercial and independent projects for broadcast, narrative and documentary features and shorts, spots, and experimental subjects. You can learn more about Alexis at http://vanhurkman.com/ or follow him on Twitter at @hurkman"
Electronics,AmazonBasics Nylon Braided USB A to Lightning Compatible Cable - Apple MFi Certified - Dark Grey (3 Feet/0.9 Meter) Colour:Dark Grey                                                                                 |                            Size:3 Feet/0.9 Meter   AmazonBasics brings you everyday items at a great value An Amazon Brand.
Electronics,"Circle Battle Pro LED 7 Colour Backlit Gaming Keyboard (Black) Features 7 color backlit mode, breathing light 19 key anti-ghost s mould ergonomic design, reduce fatigue for long time use 11 multimedia hotkeys high quality abs environmental protection material pass more than 30 stringent reliability testing windows independent lock advanced waterproof conductive film specifications key : 104 keys cable length : 1.8m rated operating voltage current : 5.5v / 150ma key stroke : 3.6mm key tapping times : 10000000 times port : Usb."
Electronics,"AmazonBasics Digital Optical Audio Toslink Cable - 6 Feet (1.8 Meters) - Black Size name:6 Feet                                                                                 |                            Style name:Standard   AmazonBasics Digital Optical Audio Toslink Cable delivers superior sound that won't go unnoticed. Use the convenient cable to quickly connect a CD player, Blu-Ray player, game console, or other audio component to a preamplifier, audio system, or home theater system. Then sit back and enjoy some serious sound."
Electronics,"Samsung Galaxy Tab A 7.0 Tablet (7 inch, 8GB, Wi-Fi + 4G Volte + Voice Calling), Black"
Electronics,"TPLINK 5GHZ 300MBPS 13dBi Outdoor CPE (Pharos CPE510) Style name:13dBi Outdoor CPE   Built-in 13dBi 2x2 dual-polarized directional MIMO antenna Adjustable transmission power from 0 to 27dBm/500mw System-level optimizations for more than 15km long range wireless transmission TP-LINK Pharos MAXtream TDMA (Time-Division-Multiple-Access) technology improves product performance in throughput, capacity and latency performance, ideal for PTMP applications Centralized Management System – Pharos Control AP / Client / Repeater / AP Router / AP Client Router (WISP) operation modes Passive PoE Adapter supports up to 60 meter (200 feet) Power over Ethernet deployment and allows the device to be reset remotely"
Electronics,"WireScorts Interface USB3.0 and 3 Ports USB Hub, Speed External Memory Card Reader USB 3.0 Hub 3 Port 7-in-1 High Speed, Small (e01) WireScorts INTERFACE USB3.0 and 3 Ports Usb Hub, Speed External Memory Card Reader USB 3.0 Hub 3 Port 7-in-1 High Speed, Small (e01)    Colour:- Silver  (1) All In one Multi-card Reader with 3 ports USB 3. 0/3. 1 hub Combo. (2)with 3 USB 3. 0/3. 1 port with super speed 5 Gbps. (3)with LED indication. (4)with Fuse to protect all devices. (5)Compliant with USB revision 2. 0. (6)with DC5V power jack. (7)Low power consumption, suitable for Desktop and Notebook PC. (8)USB Connectors: A- type downstream X3, B-typw upstreamX1. (9)Card Compatibility: MS, M2, SD, TF. (10)Multi-function: 7-in-1, 3*USB 3. 1 + MS/SD/M2/TF Card Reader, 7 Slots; Please noted the hub can read only one card at each time, 2 or more card cannot be read simultaneously.  Warranty from WireScorts :   All WireScorts Product Backed by 1 year Warranty (Physical Damages are not covered)"
Electronics,Lepakshi Dwcx Car Radio Fm Aerial Antenna Adapter Connector Wire Harness Plug 26 Brand name dwcx voltage 12v out power - model name - item size 3x2.2x1.3cm1.18x0.87x0.51inchlxwxt item weight 0.019kg material type plastic oxygen copper wire special features stable characteristics reliability. Item type cables adapters sockets interface - color black material plastic oxygen copper wire size adapter3x2.2x1.3cm1.18x0.87x0.51inchlxwxt length total approx. 26.3cm10.35inch number of ports 1 pin fit 1 for volvo vehicles unit type piece package weight package size
Electronics,"Nikon ACULON A211 -10-22 x 50 8252 Binocular (Black) Style name:10-22x50   Aculon A211 10-22x50 zoom binoculars are built with multi-purpose functionality and a lightweight, ergonomic design. These binoculars are perfect for those looking for extremely versatile, economical."
Electronics,"Drumstone Plastic and Metal Panda Monocular Night Vision Telescope with i7 Single Stereo Bluetooth Earbud Earphone for smartphones This is the type of monocular that is designed for traving, hiking, hunting, camping, bird and nature watching or concerts. You will see more clear world by using it. So just enjoy it. Features: the optics provide image. Suitable for travel, vacation, walking, hiking, sports enjoy beautiful nature, view birds, watch sorts, general purpose. Durable, material is also suitable for harsh environments. Works well in low light multi coated optics light transmission and brightness this product have focus capability single hand operation powerful, ultra-compact and ultra-lightweight objective lens: the diameter of the objective or front lens. The larger the objective lens, the more light that enters the binocular, and the brighter the image day night vision.it will help you see things in low light, it doesn't help you see things in the dark. (Can't be used at night!). With bluetooth i7 headset with mic listening to the song correct, support songs and call,remind call number, the last call back, all intelligent chinese and english voice prompts, boot, pair, shut down the phone power will be low voice prompts; power capacity will show on your smartphones, you can see the power situation anytime, do not worry about the electricity,make your life without worry;one to two connections, can be connected to two mobile phones at the same time bluetooth headset connected to the phone after the shutdown, and then open the bluetooth headset will connect back to the phone automatically, more convenient; intelligent compatibility: support all bluetooth mobile phone, tablet, notebook, singing it, qq music, movies. Specification driver: 15mm impedance: 32 ohm bluetooth version: v4.1 bluetooth + edr bluetooth bandwidth usage: 2.4 ghz level of power: class ii output power: 30 mw bluetooth distance: 10 m without barriers."
Electronics,Canon Battery Grip BG-E20 for The Canon 5D Mark IV Digital SLR Camera The Canon BG-E20 Battery Grip is an optional battery grip with improved ergonomics designed specifically for the Canon EOS 5D Mark IV. It allows users to load a choice of one or two LP-E6 battery packs
Electronics,WD My Cloud WDBVXC0020HWT-BESN 2TB Home Personal Cloud Storage
Electronics,"Rissachi Universal 22 To 42 Inch LED LCD TV Wall Mount Bracket Universal 22 to 42 inches LED LCD TV Wall Mount Bracket Adjusted for Comfort Place your LCD or LED TV on the Universal Wall Mount Bracket and enjoy more space around your living room. This wall mount bracket can be adjusted to any LCD or LED TV with sizes between 22 to 42 inches. The higher placement of your television gives you a better and wider view. It has the right dimensions, 26 x 15.4 x 3.2 cm, for LED and LCD TV. It is an accessory that places your TV more systematically and creates more space out of your living room or any other room of your choice. Accessories The Universal Wall Mount Bracket is accompanied by a hardware kit which is used to install the bracket on to the wall. The bracket is of superior quality and high on durability. It can with stand the heavy weight of the LED TV. If you upgrade from a 22 inches to 42 inches TV, you can still retain the same bracket to mount your new device. Grab the Universal 22 to 42 inches LED LCD TV Wall Mount Bracket for a sturdy and reliable support for your TV."
Electronics,"Logitech K400 Plus Wireless Keyboard (Black) This ultrathin keyboard with low-profile keys is compact, but still provides comfortable, quiet typing. Store it upright for added convenience in your living room.No need for a separate mouse thanks to the large 3.5 inch, built-in touchpad, which also works with Windows 8.You get the reliability of a cord with cordless convenience and freedom—fast data transmission and virtually no delays or dropouts.With a wireless range of up to 10 m (33 ft), you can turn up the volume of your favorite video, browse the web, blog, chat and more, all from the comfort of your couch.This ultra-thin, minimalist keyboard has a space saving design, but it still provides a comfortable typing experience. Whether you’re browsing the Web or emailing a friend, typing is easy with the sleek, low-profile keys that feel good and barely make a sound."
Electronics,"TP-Link TL-WN722N 150Mbps Wireless USB Adapter for Windows and Mac Laptops Only (Black/White) Style name:N150-High Gain    TP-Link TL-WN722N  High Speed Internet Connectivity on-the-goTP Link wireless USB adapter can be your ideal travel companion if you are looking for a wireless connectivity alternative to use at home or anywhere on-the-go. TP wireless adapter allows you to connect a laptop, desktop or notebook and access swift internet connection. The wireless adapter complies with IEEE 802.11N and provides a speed upto 150Mbps. This speed is apt for online gaming, VolP, video streaming, downloading content and much more. In addition, the adapter comes with 3dBi external antennas for better performance and best possible signal. Also, the excellent IEEE 802.11n technology has the ability to eliminate data loss whenever you are travelling long distances. Secured Connection and Other FeaturesTrust TP-Link wireless USB adapter when it comes to connection security. With a simple push button, you can easily establish wireless security encryption and prevent your network from external threats. The WPA/WPA2 encryption standard makes sure that your connection is properly guarded from unwanted accesses. Importantly, the USB adapter is completely supported by 3G and 4G SIM cards, leading to more flexibility and comfort. Lastly, the TP-Link TL-WN722N wireless USB adapter comes with 3-year manufacturer warranty from the date of its purchase. Now enjoy seamless connectivity at home or while you are on-the-move."
Electronics,"World2view 15 Pin Male To Male 1.5 Meter VGA Cable For Computer Monitors, Televisions,Desktop, Laptop, Projector Mirror the screen of your personal computer on your big television display with the Terabyte 15 PIN MALE TO MALE VGA 10 Meter CABLE. You can playback the stored multimedia collections lying in your desktop or notebook PC on your large television screen using this 15 PIN MALE TO MALE VGA 10 Meter CABLE that also lets you connect video/graphics cards and TV sets for epic gaming or multimedia experience. There are two identical 15-pin VGA connectors at the two ends of the 15 PIN MALE TO MALE VGA 10 Meter CABLE that are respectively inserted into your video/graphics card or computer system and your television set to make possible mirror screening or digital data transfers. The premium quality material of this 15 PIN MALE TO MALE VGA 10 Meter CABLE ensures an efficient and lossless transmission of the multimedia digital signals for your hassle-free audio-visual playback. 10 Meter Cord Length The white coloured 15 PIN MALE TO MALE VGA 10 Meter CABLE sports a 10 m length so that you can easily connect the television set installed on your living room wall with the computer system placed on your table at quite a distance from the TV set. You can customize the positioning of your several multimedia devices in your home or office set-up as per your preference and the adequately lengthy 15 PIN MALE TO MALE VGA 10 Meter CABLE will give you nothing else but convenience. Lossless Signal Transmittance The fer-rite beads or cores of this 15 PIN MALE TO MALE VGA 1.5 Meter CABLE help to shield the RFI or EMI assuring interference-free signal transfer. There will be no external interference in the process of the signal transmittance due to the fer rite cores of the 15 PIN MALE TO MALE VGA 10 Meter CABLE."
Electronics,"MBro 12 Volt 2 A 24W DC Power Adapter for CCTV Camera, Router, Modem, LED Strip Light with Ferrite Bead Specifications: -Type:12V 2A -Input: 100-240V AC 50/60Hz -Output : 12V 2.0A -Dimensions:80(L) x 45(W) x 30(H) mm -Condition: Brand New 100% Applications: For the Security Cameras, Led Strip, Led string lights, Wireless Router, ADSL Cats, HUB, Switches.Audio/Video Power Supply. package list: 1 X MBRO 12V 2A AC Power Adapter with Ferrite Bead for quality output."
Electronics,"Godox V350S Li-ion Battery Powered 2.4G Wireless Mini TTL Speedlite Flash with Color Filters for Sony A77, A77 II, A7R, A7R II, A7R III, ILCE-6000L, RX10 MI Shoe Digital Cameras godox v350s li-ion Battery Powered 2.4g Wireless Mini TTL Speedlite Flash with Color Filters for Sony a77, a77 ii, a7r, a7r ii, a7r iii, ilce-6000l, rx10 mi Shoe Digital Cameras"
Electronics,"Western Digital My Cloud EX Ultra 2-Bay Diskless Network Attached Storage 3.0 USB (Black) Western DigitalBVBZ0000NCH-BESN Keep your media safe in a single place on this high-performance NAS solution and access it securely from anywhere. With My Cloud EX2 Ultra, you'll be able to automatically sync content across computers, easily share files and folders and enjoy multiple backup options so you can create your own personalized system with ease."
Electronics,"MacBook Pro 15 Case 2018 2017 2016 Release A1990/A1707, i-Blason [Heavy Duty] Slim Rubberized [Dual Layer] Cover with TPU Bumper for Apple MacBook Pro 15 inch with Touch Bar and Touch ID (Black) Colour:black   Macbook Pro 15 inch 2016&2017&2018 Release with Retina Display Case Cover  Friendly Note: Please check the model of your laptop before purchase.   Case Compatible with  Apple Macbook Pro 13"" 2016&2017 only Model: Fits both regular version and with Touch Bar and Touch ID version   Case NOT Compatible with  Any Macbook Pro 13'' launched before 2016. Such as: with Retina Display (A1502 / A1425)  Macbook Air 13'' (A1466 / A1369)  Macbook Air 11'' (A1465 / A1370)  Macbook Pro 15'' with Retina Display (A1398)  Macbook Pro 15/15.4""(A1286)  Old Macbook with silver keyboard (A1260)  Macbook White 13'' (A1260)  Macbook 12'' with Retina Display (A1534)..."
Electronics,"Forestone 2nd Gen MP4 Player with Voice Recorder/FM Radio/Video/Music Player for Android/iOS Devices Product Description  Portable Mp3 Mp4 player, video player, music player, media player, audio player with photo viewer, E-book reader, voice recorder, games and movies. This is not an apple product and does not support iTunes. 1. 8 inch TFT LCD, full color display support AMV video, built-in game, digital record function, flash disk storage function, E-book function, support text file. 1. 78 inch high resolution real color LCD screen. This has no inbuilt memory so please use one external memory card of any size upto 32 GB. 2nd mp4 inspire you to listen music on it and it is very easy to play music having many functions which you can set by your choice like touch the key to play the songs then you can run this program smoothly without selecting one after other for this just make a playlist and add your favorite songs in it to play then you can enjoy your work without any disturbance. Highlight Built-in polymer Lithium batterY >A-B repeat function >Comes with FM radio stereo radio >Built-in loudspeaker (optional) >Supports audio formats: MP3 player, WMA, WMV and WAV >Supports video formats: 3GP, MP4 player, AVI ONE YEAR REPLACEMENT WARRANTY ON DEFECTIVE PRODUCTS"
Electronics,Magideal Copper and Plastic WiFi Antenna Signal Flex Cable for Samsung Galaxy S4 i9500 i9505 i337 i545 L720 (Gold and Blue) Features: Brand new & high quality Replacement for your damaged or faulty wifi antenna flex cable Compatible with: Samsung Galaxy S4 IV i9500 i9505 i337 i545 L720 M919 R970 Package Includes: 1 x Wifi Antenna Flex Cable
Electronics,CASE U 13 inch Laptop Grey Sleeve Bag
Electronics,"Nokia 105 (Dual SIM, Black) Colour:Black   The Nokia 105 is prepared for whatever the day throws at you, with its polycarbonate shell that keeps its color even when scratched. Plus, with a built-in flashlight and pre-loaded games including the classic Snake Xenzia, there's never a dark or dull moment."
Electronics,"SanDisk 64GB Class 10 microSDXC Memory Card with Adapter (SDSQUAR-064G-GN6MA) Size name:64 GB   Capacity: 64GB;SanDisk Ultra microSDXC and microSDHC cards are fast for better pictures, app performance, and Full HD video.1 Ideal for Android smartphones and tablets, these A1-rated cards load apps faster for a better smartphone experience.3 With up to 256GB* capacity, you have the capacity to take more pictures and Full HD video and capture life at its fullest. Built to perform in harsh conditions, SanDisk Ultra microSD cards are waterproof, temperature proof, shockproof, and X-ray proof.2 The microSD card is also rated Class 10 for Full HD video recording performance and a 10-year limited warranty4."
Electronics,"Inditradition Frontech Professional Blank DVD-R (Pack of 50) This DVD offers wide compatibility, stable writing and temperature adaptability."
Electronics,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, (Double Rich Chocolate) Flavor:Double Rich Chocolate   The sports nutrition industry’s best-selling whey protein powder represents the gold standard of protein quality. Made in GMP compliant company owned and operated facilities in the U.S.A., Gold Standard 100% Whey uses pure Whey Protein Isolates as the primary ingredient. Combined with ultra-filtered whey protein concentrate, each serving provides 24 grams of all-whey protein and 5.5 grams of naturally occurring Branched Chain Amino Acids (BCAAs) which are prized by athletes for their muscle building qualities. With more than 20 tempting flavors to choose from, ON’s Gold Standard 100% Whey gives you plenty of ways to keep workout recovery interesting."
Electronics,"boAt Bass Heads 225 in-Ear Bass Headphones with One Button Mic (Red) Colour:Red   boAt BassHeads 225 polished metal earphones are designed to give you an experience which no other brand can match. It has an incredible sonic clarity with ""Super Extra Bass"". It is not a plastic earphone - It is polished metal. With tangle free flat cables, you are expected to be hassle free. As the headphones feature 10mm drivers, they give you clear sound with that thumping bass. In-built noise cancelling mic ensures you don't miss those important calls. With colors that match your style in your day, the boAt earphones are the ideal choice for anyone who can carry that attitude. Just plug them in and plug into nirvana. boAt contact_us on : [ 02242102403 ]"
Electronics,"Spigen Rugged Armor Premium TPU Back Cover Case for OnePlus 6/One Plus 6/OP6 - Black K06CS23358 Seeking to protect your device with extreme style? The Rugged Armor for the OnePlus 6 is a thin shell that is packed with heavy duty protection. For optimum shock-absorption, the inside is lined with our usual spider web pattern along with Air Cushion Technology in every corner. The Rugged Armor comes with its signature sleek, which contains its carbon fiber textures with a matte finish. Precise cutouts ensure easy access to all features while tactile buttons ensure haptic feedback. Encase your new OnePlus 6 with the Rugged Armor!"
Electronics,"Xodi Eagle/National Roti maker Eagle Made Life 4500 (Eagle with Demo CD) || Shock Proof || Non Stick Roti Maker comes with Diameter 8 Inch Non Stick coating plates, specially designed for making smooth & fluffy rotis. Make oil free fresh Rotis within minutes without any hassles. A must-have product at every Bachelor's Kitchen. Roti maker makes chapattis easier than ever before Now make Roti in just one step. Making Roti was never so easy. No Rolling pin , no Tawa, just press and make soft and delicious Rotis in seconds. Forget about the old tradition of making Roti. Best Home Roti Maker presents its new range of Roti maker for you to save your time to make soft Roti with less effort. It allows you to make perfectly thin and circular Rotis with minimum effort. It's non-stick surface prevents the dough from sticking to it. It has been provided with a handle that makes it easy to press the plates together, and knobs that help you to lift up the top plate. Make Roti, Paranthas, Khakra, Dosa and many more items with this roti maker."
Electronics,"Vango Creations Lapel Mic Clip-on Lavalier Microphone Omnidirectional Condenser for iPhone Ipad Samsung Android Windows Smartphones Amazing Smartphone and Tablet Miracle Sound Microphone Are you looking for a microphone that actually captures the sound around you perfectly when you make spontaneous videos with your smartphone or tablet. Tired of having horrible audio on your best video recordings. If so, Miracle Sound Microphone is the solution for you. Compatible with Most Smartphones and Tablets The Miracle Sound Microphone has a 3.5Mm TRRS Jack that is compatible with: Apple iPhone, iPad, iPod Touch, Android and Windows Smartphones and many more tablet and smartphone devices. Just plug in and enjoy better sound in your new videos. Perfect Omnidirectional Recordings This small, handy microphone picks up sound from all directions, ensuring that every detail of the moment is recorded. Great Bonus Materials. Your Miracle Sound Microphone comes with: a special deluxe case, a wind muff, strong lapel clip and a 59” long cord."
